Journey ID,Journey_Date,Departure Time,Arrival Time,Actual Arrival Time,Reason for Delay,key
13081,3/28/2024,0:15:00,2:05:00,2:05:00,no delay,2024-03-28 00:15:00 02:05:00 02:05:00 no delay
13082,3/28/2024,0:15:00,0:45:00,0:45:00,no delay,2024-03-28 00:15:00 00:45:00 00:45:00 no delay
13083,3/28/2024,0:30:00,1:50:00,1:50:00,no delay,2024-03-28 00:30:00 01:50:00 01:50:00 no delay
13084,3/28/2024,0:30:00,2:20:00,2:20:00,no delay,2024-03-28 00:30:00 02:20:00 02:20:00 no delay
13085,3/28/2024,21:30:00,22:30:00,22:30:00,no delay,2024-03-28 21:30:00 22:30:00 22:30:00 no delay
13086,3/28/2024,22:00:00,23:30:00,23:30:00,no delay,2024-03-28 22:00:00 23:30:00 23:30:00 no delay
13087,3/28/2024,22:00:00,22:30:00,15:00:00,Weather,2024-03-28 22:00:00 22:30:00 15:00:00 Weather
13088,3/28/2024,22:15:00,23:35:00,23:35:00,no delay,2024-03-28 22:15:00 23:35:00 23:35:00 no delay
13089,3/28/2024,22:30:00,23:40:00,23:40:00,no delay,2024-03-28 22:30:00 23:40:00 23:40:00 no delay
13090,3/28/2024,1:30:00,2:00:00,2:00:00,no delay,2024-03-28 01:30:00 02:00:00 02:00:00 no delay
13091,3/28/2024,2:00:00,2:30:00,2:30:00,no delay,2024-03-28 02:00:00 02:30:00 02:30:00 no delay
13092,3/29/2024,23:30:00,0:00:00,0:00:00,no delay,2024-03-29 23:30:00 00:00:00 00:00:00 no delay
13093,3/28/2024,23:30:00,0:30:00,0:30:00,no delay,2024-03-28 23:30:00 00:30:00 00:30:00 no delay
13094,3/28/2024,23:30:00,1:45:00,15:00:00,Weather,2024-03-28 23:30:00 01:45:00 15:00:00 Weather
13095,3/28/2024,2:45:00,4:35:00,4:35:00,no delay,2024-03-28 02:45:00 04:35:00 04:35:00 no delay
13096,3/28/2024,23:45:00,1:35:00,1:35:00,no delay,2024-03-28 23:45:00 01:35:00 01:35:00 no delay
13097,3/29/2024,23:45:00,0:35:00,0:35:00,no delay,2024-03-29 23:45:00 00:35:00 00:35:00 no delay
13098,3/29/2024,23:45:00,2:00:00,2:00:00,no delay,2024-03-29 23:45:00 02:00:00 02:00:00 no delay
13099,3/28/2024,23:45:00,1:05:00,1:05:00,no delay,2024-03-28 23:45:00 01:05:00 01:05:00 no delay
13100,3/29/2024,23:45:00,1:05:00,1:05:00,no delay,2024-03-29 23:45:00 01:05:00 01:05:00 no delay
13101,3/29/2024,0:00:00,0:30:00,0:30:00,no delay,2024-03-29 00:00:00 00:30:00 00:30:00 no delay
13102,3/29/2024,0:00:00,1:20:00,1:20:00,no delay,2024-03-29 00:00:00 01:20:00 01:20:00 no delay
13103,3/28/2024,3:00:00,3:30:00,3:30:00,no delay,2024-03-28 03:00:00 03:30:00 03:30:00 no delay
13104,3/28/2024,3:30:00,5:20:00,5:36:00,Weather Conditions,2024-03-28 03:30:00 05:20:00 05:36:00 Weather Conditions
13105,3/28/2024,3:45:00,4:30:00,4:30:00,no delay,2024-03-28 03:45:00 04:30:00 04:30:00 no delay
13106,3/28/2024,4:15:00,5:35:00,5:35:00,no delay,2024-03-28 04:15:00 05:35:00 05:35:00 no delay
13107,3/28/2024,4:15:00,5:15:00,5:19:00,Staff Shortage,2024-03-28 04:15:00 05:15:00 05:19:00 Staff Shortage
13108,3/28/2024,4:30:00,5:30:00,5:30:00,no delay,2024-03-28 04:30:00 05:30:00 05:30:00 no delay
13109,3/28/2024,4:45:00,6:35:00,6:35:00,no delay,2024-03-28 04:45:00 06:35:00 06:35:00 no delay
13110,3/29/2024,2:00:00,3:00:00,3:00:00,no delay,2024-03-29 02:00:00 03:00:00 03:00:00 no delay
13111,3/29/2024,2:15:00,3:35:00,3:35:00,no delay,2024-03-29 02:15:00 03:35:00 03:35:00 no delay
13112,3/28/2024,5:15:00,5:45:00,5:45:00,no delay,2024-03-28 05:15:00 05:45:00 05:45:00 no delay
13113,3/29/2024,2:30:00,3:00:00,3:00:00,no delay,2024-03-29 02:30:00 03:00:00 03:00:00 no delay
13114,3/28/2024,9:30:00,11:20:00,11:25:00,Traffic,2024-03-28 09:30:00 11:20:00 11:25:00 Traffic
13115,3/28/2024,6:30:00,7:50:00,7:50:00,no delay,2024-03-28 06:30:00 07:50:00 07:50:00 no delay
13116,3/29/2024,3:30:00,5:20:00,5:20:00,Weather Conditions,2024-03-29 03:30:00 05:20:00 05:20:00 Weather Conditions
13117,3/28/2024,6:45:00,7:15:00,7:15:00,no delay,2024-03-28 06:45:00 07:15:00 07:15:00 no delay
13118,3/28/2024,6:45:00,8:35:00,8:35:00,no delay,2024-03-28 06:45:00 08:35:00 08:35:00 no delay
13119,3/28/2024,7:00:00,8:00:00,8:00:00,no delay,2024-03-28 07:00:00 08:00:00 08:00:00 no delay
13120,3/29/2024,4:00:00,5:00:00,5:00:00,no delay,2024-03-29 04:00:00 05:00:00 05:00:00 no delay
13121,3/28/2024,7:15:00,7:45:00,7:45:00,no delay,2024-03-28 07:15:00 07:45:00 07:45:00 no delay
13122,4/1/2024,4:15:00,5:35:00,5:35:00,no delay,2024-04-01 04:15:00 05:35:00 05:35:00 no delay
13123,3/29/2024,4:15:00,5:15:00,5:15:00,no delay,2024-03-29 04:15:00 05:15:00 05:15:00 no delay
13124,3/29/2024,4:30:00,5:50:00,5:50:00,no delay,2024-03-29 04:30:00 05:50:00 05:50:00 no delay
13125,3/28/2024,7:30:00,9:00:00,9:00:00,no delay,2024-03-28 07:30:00 09:00:00 09:00:00 no delay
13126,3/29/2024,4:30:00,5:30:00,5:30:00,no delay,2024-03-29 04:30:00 05:30:00 05:30:00 no delay
13127,3/29/2024,4:30:00,5:00:00,5:00:00,no delay,2024-03-29 04:30:00 05:00:00 05:00:00 no delay
13128,3/29/2024,5:00:00,7:15:00,7:15:00,no delay,2024-03-29 05:00:00 07:15:00 07:15:00 no delay
13129,3/28/2024,8:00:00,10:15:00,10:15:00,no delay,2024-03-28 08:00:00 10:15:00 10:15:00 no delay
13130,3/28/2024,8:15:00,9:45:00,9:45:00,no delay,2024-03-28 08:15:00 09:45:00 09:45:00 no delay
13131,3/28/2024,8:30:00,9:00:00,9:00:00,no delay,2024-03-28 08:30:00 09:00:00 09:00:00 no delay
13132,3/29/2024,5:30:00,7:20:00,15:00:00,Traffic,2024-03-29 05:30:00 07:20:00 15:00:00 Traffic
13133,3/28/2024,7:45:00,8:45:00,8:45:00,no delay,2024-03-28 07:45:00 08:45:00 08:45:00 no delay
13134,3/28/2024,7:45:00,9:35:00,9:35:00,no delay,2024-03-28 07:45:00 09:35:00 09:35:00 no delay
13135,3/28/2024,8:45:00,10:35:00,10:35:00,no delay,2024-03-28 08:45:00 10:35:00 10:35:00 no delay
13136,3/28/2024,9:00:00,10:20:00,10:20:00,no delay,2024-03-28 09:00:00 10:20:00 10:20:00 no delay
13137,3/28/2024,9:00:00,10:00:00,10:00:00,no delay,2024-03-28 09:00:00 10:00:00 10:00:00 no delay
13138,3/29/2024,6:00:00,7:15:00,7:15:00,no delay,2024-03-29 06:00:00 07:15:00 07:15:00 no delay
13139,3/28/2024,9:00:00,9:30:00,11:42:00,Signal Failure,2024-03-28 09:00:00 09:30:00 11:42:00 Signal Failure
13140,3/29/2024,6:15:00,7:35:00,7:35:00,no delay,2024-03-29 06:15:00 07:35:00 07:35:00 no delay
13141,3/29/2024,6:15:00,7:15:00,7:15:00,no delay,2024-03-29 06:15:00 07:15:00 07:15:00 no delay
13142,3/29/2024,6:15:00,8:05:00,8:05:00,no delay,2024-03-29 06:15:00 08:05:00 08:05:00 no delay
13143,3/29/2024,6:15:00,6:50:00,6:50:00,no delay,2024-03-29 06:15:00 06:50:00 06:50:00 no delay
13144,3/29/2024,6:30:00,7:50:00,7:50:00,no delay,2024-03-29 06:30:00 07:50:00 07:50:00 no delay
13145,3/29/2024,6:30:00,7:00:00,8:09:00,Weather Conditions,2024-03-29 06:30:00 07:00:00 08:09:00 Weather Conditions
13146,3/29/2024,6:30:00,8:20:00,8:20:00,no delay,2024-03-29 06:30:00 08:20:00 08:20:00 no delay
13147,3/29/2024,7:30:00,9:20:00,9:20:00,no delay,2024-03-29 07:30:00 09:20:00 09:20:00 no delay
13148,3/29/2024,6:45:00,8:05:00,8:05:00,no delay,2024-03-29 06:45:00 08:05:00 08:05:00 no delay
13149,3/28/2024,9:45:00,11:35:00,11:44:00,Signal Failure,2024-03-28 09:45:00 11:35:00 11:44:00 Signal Failure
13150,3/29/2024,6:45:00,7:15:00,7:15:00,no delay,2024-03-29 06:45:00 07:15:00 07:15:00 no delay
13151,3/28/2024,9:45:00,11:05:00,11:05:00,no delay,2024-03-28 09:45:00 11:05:00 11:05:00 no delay
13152,3/28/2024,10:00:00,11:30:00,11:30:00,no delay,2024-03-28 10:00:00 11:30:00 11:30:00 no delay
13153,3/29/2024,7:15:00,8:15:00,8:15:00,no delay,2024-03-29 07:15:00 08:15:00 08:15:00 no delay
13154,3/29/2024,7:30:00,8:50:00,8:50:00,no delay,2024-03-29 07:30:00 08:50:00 08:50:00 no delay
13155,3/29/2024,7:30:00,8:40:00,8:40:00,no delay,2024-03-29 07:30:00 08:40:00 08:40:00 no delay
13156,3/29/2024,7:30:00,8:00:00,8:00:00,no delay,2024-03-29 07:30:00 08:00:00 08:00:00 no delay
13157,3/28/2024,11:00:00,13:30:00,13:30:00,no delay,2024-03-28 11:00:00 13:30:00 13:30:00 no delay
13158,3/29/2024,8:00:00,10:15:00,11:13:00,Weather,2024-03-29 08:00:00 10:15:00 11:13:00 Weather
13159,3/28/2024,11:15:00,11:45:00,11:45:00,no delay,2024-03-28 11:15:00 11:45:00 11:45:00 no delay
13160,3/29/2024,8:15:00,9:00:00,9:00:00,no delay,2024-03-29 08:15:00 09:00:00 09:00:00 no delay
13161,3/29/2024,9:45:00,11:05:00,11:05:00,no delay,2024-03-29 09:45:00 11:05:00 11:05:00 no delay
13162,3/29/2024,8:45:00,9:45:00,9:45:00,no delay,2024-03-29 08:45:00 09:45:00 09:45:00 no delay
13163,3/29/2024,8:45:00,9:15:00,9:15:00,no delay,2024-03-29 08:45:00 09:15:00 09:15:00 no delay
13164,3/29/2024,9:00:00,10:20:00,10:20:00,no delay,2024-03-29 09:00:00 10:20:00 10:20:00 no delay
13165,3/28/2024,11:15:00,12:35:00,12:40:00,Technical Issue,2024-03-28 11:15:00 12:35:00 12:40:00 Technical Issue
13166,3/29/2024,9:15:00,11:30:00,11:30:00,no delay,2024-03-29 09:15:00 11:30:00 11:30:00 no delay
13167,3/29/2024,10:30:00,11:00:00,11:00:00,no delay,2024-03-29 10:30:00 11:00:00 11:00:00 no delay
13168,3/28/2024,13:30:00,14:00:00,14:00:00,no delay,2024-03-28 13:30:00 14:00:00 14:00:00 no delay
13169,3/28/2024,14:00:00,16:30:00,16:30:00,no delay,2024-03-28 14:00:00 16:30:00 16:30:00 no delay
13170,3/29/2024,11:00:00,12:20:00,12:20:00,no delay,2024-03-29 11:00:00 12:20:00 12:20:00 no delay
13171,3/28/2024,14:15:00,16:30:00,16:30:00,no delay,2024-03-28 14:15:00 16:30:00 16:30:00 no delay
13172,3/28/2024,14:45:00,16:15:00,16:15:00,no delay,2024-03-28 14:45:00 16:15:00 16:15:00 no delay
13173,3/29/2024,11:45:00,13:35:00,13:35:00,no delay,2024-03-29 11:45:00 13:35:00 13:35:00 no delay
13174,3/29/2024,11:45:00,13:05:00,15:00:00,Technical Issue,2024-03-29 11:45:00 13:05:00 15:00:00 Technical Issue
13175,3/29/2024,9:30:00,11:20:00,11:20:00,no delay,2024-03-29 09:30:00 11:20:00 11:20:00 no delay
13176,3/29/2024,11:45:00,13:05:00,13:05:00,no delay,2024-03-29 11:45:00 13:05:00 13:05:00 no delay
13177,3/29/2024,12:00:00,13:20:00,13:20:00,no delay,2024-03-29 12:00:00 13:20:00 13:20:00 no delay
13178,3/29/2024,12:00:00,12:30:00,12:30:00,no delay,2024-03-29 12:00:00 12:30:00 12:30:00 no delay
13179,3/29/2024,12:00:00,12:45:00,12:45:00,no delay,2024-03-29 12:00:00 12:45:00 12:45:00 no delay
13180,3/28/2024,15:15:00,16:35:00,16:35:00,no delay,2024-03-28 15:15:00 16:35:00 16:35:00 no delay
13181,3/28/2024,15:45:00,18:15:00,18:15:00,no delay,2024-03-28 15:45:00 18:15:00 18:15:00 no delay
13182,3/29/2024,12:45:00,14:05:00,14:05:00,no delay,2024-03-29 12:45:00 14:05:00 14:05:00 no delay
13183,3/29/2024,13:00:00,14:50:00,14:50:00,no delay,2024-03-29 13:00:00 14:50:00 14:50:00 no delay
13184,3/29/2024,13:00:00,14:20:00,14:20:00,no delay,2024-03-29 13:00:00 14:20:00 14:20:00 no delay
13185,3/28/2024,16:00:00,17:00:00,17:00:00,no delay,2024-03-28 16:00:00 17:00:00 17:00:00 no delay
13186,3/28/2024,16:15:00,18:05:00,18:05:00,no delay,2024-03-28 16:15:00 18:05:00 18:05:00 no delay
13187,3/28/2024,16:15:00,16:45:00,16:45:00,no delay,2024-03-28 16:15:00 16:45:00 16:45:00 no delay
13188,3/29/2024,13:15:00,13:45:00,13:45:00,no delay,2024-03-29 13:15:00 13:45:00 13:45:00 no delay
13189,3/29/2024,13:30:00,15:20:00,15:20:00,no delay,2024-03-29 13:30:00 15:20:00 15:20:00 no delay
13190,3/29/2024,13:45:00,16:00:00,16:00:00,no delay,2024-03-29 13:45:00 16:00:00 16:00:00 no delay
13191,3/29/2024,13:45:00,14:45:00,14:45:00,no delay,2024-03-29 13:45:00 14:45:00 14:45:00 no delay
13192,3/28/2024,17:00:00,17:30:00,17:30:00,no delay,2024-03-28 17:00:00 17:30:00 17:30:00 no delay
13193,3/28/2024,17:00:00,18:20:00,18:20:00,no delay,2024-03-28 17:00:00 18:20:00 18:20:00 no delay
13194,3/28/2024,17:00:00,19:15:00,19:15:00,no delay,2024-03-28 17:00:00 19:15:00 19:15:00 no delay
13195,3/28/2024,17:15:00,19:05:00,19:05:00,no delay,2024-03-28 17:15:00 19:05:00 19:05:00 no delay
13196,3/28/2024,17:15:00,17:45:00,17:45:00,no delay,2024-03-28 17:15:00 17:45:00 17:45:00 no delay
13197,3/29/2024,14:15:00,15:35:00,15:35:00,no delay,2024-03-29 14:15:00 15:35:00 15:35:00 no delay
13198,3/29/2024,15:30:00,17:45:00,17:47:00,Staffing,2024-03-29 15:30:00 17:45:00 17:47:00 Staffing
13199,3/29/2024,14:30:00,15:30:00,15:30:00,no delay,2024-03-29 14:30:00 15:30:00 15:30:00 no delay
13200,3/28/2024,17:45:00,18:05:00,18:05:00,no delay,2024-03-28 17:45:00 18:05:00 18:05:00 no delay
13201,3/29/2024,15:00:00,16:00:00,16:00:00,no delay,2024-03-29 15:00:00 16:00:00 16:00:00 no delay
13202,3/28/2024,18:15:00,20:05:00,20:05:00,no delay,2024-03-28 18:15:00 20:05:00 20:05:00 no delay
13203,3/28/2024,18:15:00,19:35:00,19:35:00,no delay,2024-03-28 18:15:00 19:35:00 19:35:00 no delay
13204,3/28/2024,18:30:00,20:20:00,20:20:00,no delay,2024-03-28 18:30:00 20:20:00 20:20:00 no delay
13205,3/29/2024,15:30:00,17:00:00,17:00:00,no delay,2024-03-29 15:30:00 17:00:00 17:00:00 no delay
13206,3/29/2024,15:30:00,17:20:00,17:20:00,no delay,2024-03-29 15:30:00 17:20:00 17:20:00 no delay
13207,3/28/2024,18:45:00,20:35:00,20:35:00,no delay,2024-03-28 18:45:00 20:35:00 20:35:00 no delay
13208,3/28/2024,17:30:00,19:20:00,19:20:00,Technical Issue,2024-03-28 17:30:00 19:20:00 19:20:00 Technical Issue
13209,3/29/2024,16:00:00,17:20:00,17:20:00,no delay,2024-03-29 16:00:00 17:20:00 17:20:00 no delay
13210,3/29/2024,16:00:00,16:30:00,16:30:00,no delay,2024-03-29 16:00:00 16:30:00 16:30:00 no delay
13211,3/28/2024,19:15:00,19:45:00,19:45:00,no delay,2024-03-28 19:15:00 19:45:00 19:45:00 no delay
13212,3/29/2024,16:15:00,17:15:00,17:15:00,no delay,2024-03-29 16:15:00 17:15:00 17:15:00 no delay
13213,3/29/2024,16:15:00,16:45:00,16:45:00,no delay,2024-03-29 16:15:00 16:45:00 16:45:00 no delay
13214,3/29/2024,16:15:00,17:35:00,17:35:00,no delay,2024-03-29 16:15:00 17:35:00 17:35:00 no delay
13215,3/29/2024,16:30:00,18:00:00,18:00:00,no delay,2024-03-29 16:30:00 18:00:00 18:00:00 no delay
13216,3/29/2024,16:30:00,17:45:00,17:45:00,no delay,2024-03-29 16:30:00 17:45:00 17:45:00 no delay
13217,3/28/2024,18:45:00,19:45:00,19:45:00,no delay,2024-03-28 18:45:00 19:45:00 19:45:00 no delay
13218,3/29/2024,17:00:00,18:20:00,18:20:00,no delay,2024-03-29 17:00:00 18:20:00 18:20:00 no delay
13219,3/29/2024,17:15:00,19:05:00,19:05:00,no delay,2024-03-29 17:15:00 19:05:00 19:05:00 no delay
13220,3/28/2024,20:15:00,20:45:00,20:45:00,no delay,2024-03-28 20:15:00 20:45:00 20:45:00 no delay
13221,3/28/2024,20:15:00,22:05:00,22:05:00,no delay,2024-03-28 20:15:00 22:05:00 22:05:00 no delay
13222,3/28/2024,20:15:00,21:15:00,21:15:00,no delay,2024-03-28 20:15:00 21:15:00 21:15:00 no delay
13223,3/29/2024,17:30:00,18:00:00,18:00:00,no delay,2024-03-29 17:30:00 18:00:00 18:00:00 no delay
13224,3/28/2024,20:30:00,21:50:00,21:50:00,no delay,2024-03-28 20:30:00 21:50:00 21:50:00 no delay
13225,3/28/2024,20:30:00,21:00:00,21:00:00,no delay,2024-03-28 20:30:00 21:00:00 21:00:00 no delay
13226,3/29/2024,17:45:00,19:05:00,19:05:00,no delay,2024-03-29 17:45:00 19:05:00 19:05:00 no delay
13227,3/29/2024,18:00:00,19:20:00,19:20:00,no delay,2024-03-29 18:00:00 19:20:00 19:20:00 no delay
13228,3/28/2024,21:00:00,21:30:00,21:30:00,no delay,2024-03-28 21:00:00 21:30:00 21:30:00 no delay
13229,3/29/2024,17:45:00,18:15:00,18:15:00,no delay,2024-03-29 17:45:00 18:15:00 18:15:00 no delay
13230,3/29/2024,18:30:00,19:30:00,19:30:00,no delay,2024-03-29 18:30:00 19:30:00 19:30:00 no delay
13231,3/29/2024,18:30:00,20:15:00,20:15:00,no delay,2024-03-29 18:30:00 20:15:00 20:15:00 no delay
13232,3/29/2024,18:45:00,20:05:00,20:05:00,no delay,2024-03-29 18:45:00 20:05:00 20:05:00 no delay
13233,3/29/2024,18:45:00,19:05:00,19:05:00,no delay,2024-03-29 18:45:00 19:05:00 19:05:00 no delay
13234,3/29/2024,19:00:00,20:20:00,20:20:00,no delay,2024-03-29 19:00:00 20:20:00 20:20:00 no delay
13235,3/28/2024,22:15:00,0:05:00,0:05:00,no delay,2024-03-28 22:15:00 00:05:00 00:05:00 no delay
13236,3/29/2024,19:15:00,19:45:00,19:45:00,no delay,2024-03-29 19:15:00 19:45:00 19:45:00 no delay
13237,3/29/2024,19:30:00,21:20:00,21:20:00,no delay,2024-03-29 19:30:00 21:20:00 21:20:00 no delay
13238,3/29/2024,19:30:00,20:00:00,20:00:00,no delay,2024-03-29 19:30:00 20:00:00 20:00:00 no delay
13239,3/29/2024,20:00:00,21:20:00,21:20:00,no delay,2024-03-29 20:00:00 21:20:00 21:20:00 no delay
13240,3/29/2024,20:15:00,20:45:00,20:45:00,no delay,2024-03-29 20:15:00 20:45:00 20:45:00 no delay
13241,3/29/2024,20:15:00,22:05:00,22:05:00,no delay,2024-03-29 20:15:00 22:05:00 22:05:00 no delay
13242,3/29/2024,20:30:00,20:55:00,20:55:00,no delay,2024-03-29 20:30:00 20:55:00 20:55:00 no delay
13243,3/29/2024,20:30:00,21:50:00,21:50:00,no delay,2024-03-29 20:30:00 21:50:00 21:50:00 no delay
13244,3/29/2024,20:30:00,21:00:00,21:00:00,no delay,2024-03-29 20:30:00 21:00:00 21:00:00 no delay
13245,3/29/2024,21:00:00,22:20:00,22:20:00,no delay,2024-03-29 21:00:00 22:20:00 22:20:00 no delay
13246,3/29/2024,0:00:00,0:50:00,0:50:00,no delay,2024-03-29 00:00:00 00:50:00 00:50:00 no delay
13247,3/29/2024,0:15:00,2:05:00,2:05:00,no delay,2024-03-29 00:15:00 02:05:00 02:05:00 no delay
13248,3/29/2024,0:30:00,2:20:00,2:20:00,no delay,2024-03-29 00:30:00 02:20:00 02:20:00 no delay
13249,3/29/2024,22:00:00,23:20:00,23:20:00,no delay,2024-03-29 22:00:00 23:20:00 23:20:00 no delay
13250,3/29/2024,22:15:00,23:35:00,23:35:00,no delay,2024-03-29 22:15:00 23:35:00 23:35:00 no delay
13251,3/29/2024,22:15:00,0:05:00,0:05:00,no delay,2024-03-29 22:15:00 00:05:00 00:05:00 no delay
13252,3/29/2024,22:30:00,0:20:00,15:00:00,Signal failure,2024-03-29 22:30:00 00:20:00 15:00:00 Signal failure
13253,3/29/2024,1:45:00,3:05:00,3:05:00,no delay,2024-03-29 01:45:00 03:05:00 03:05:00 no delay
13254,3/30/2024,22:45:00,23:45:00,23:45:00,no delay,2024-03-30 22:45:00 23:45:00 23:45:00 no delay
13255,3/29/2024,23:15:00,0:15:00,0:15:00,no delay,2024-03-29 23:15:00 00:15:00 00:15:00 no delay
13256,3/30/2024,23:15:00,0:15:00,0:15:00,no delay,2024-03-30 23:15:00 00:15:00 00:15:00 no delay
13257,3/29/2024,2:45:00,4:35:00,4:35:00,no delay,2024-03-29 02:45:00 04:35:00 04:35:00 no delay
13258,3/29/2024,23:45:00,0:10:00,0:10:00,no delay,2024-03-29 23:45:00 00:10:00 00:10:00 no delay
13259,3/29/2024,2:45:00,3:30:00,3:30:00,no delay,2024-03-29 02:45:00 03:30:00 03:30:00 no delay
13260,3/30/2024,0:00:00,0:30:00,0:30:00,no delay,2024-03-30 00:00:00 00:30:00 00:30:00 no delay
13261,3/29/2024,3:30:00,5:20:00,5:20:00,no delay,2024-03-29 03:30:00 05:20:00 05:20:00 no delay
13262,3/29/2024,3:45:00,5:05:00,5:05:00,no delay,2024-03-29 03:45:00 05:05:00 05:05:00 no delay
13263,3/30/2024,1:00:00,1:30:00,1:30:00,no delay,2024-03-30 01:00:00 01:30:00 01:30:00 no delay
13264,3/29/2024,4:00:00,4:30:00,4:30:00,no delay,2024-03-29 04:00:00 04:30:00 04:30:00 no delay
13265,3/30/2024,1:00:00,2:50:00,2:50:00,no delay,2024-03-30 01:00:00 02:50:00 02:50:00 no delay
13266,3/29/2024,4:15:00,4:45:00,4:45:00,no delay,2024-03-29 04:15:00 04:45:00 04:45:00 no delay
13267,3/30/2024,1:15:00,1:45:00,1:45:00,no delay,2024-03-30 01:15:00 01:45:00 01:45:00 no delay
13268,3/29/2024,4:45:00,6:35:00,6:35:00,no delay,2024-03-29 04:45:00 06:35:00 06:35:00 no delay
13269,3/30/2024,1:45:00,3:35:00,3:35:00,no delay,2024-03-30 01:45:00 03:35:00 03:35:00 no delay
13270,3/30/2024,2:00:00,3:00:00,3:00:00,no delay,2024-03-30 02:00:00 03:00:00 03:00:00 no delay
13271,3/30/2024,2:00:00,3:50:00,3:50:00,no delay,2024-03-30 02:00:00 03:50:00 03:50:00 no delay
13272,3/29/2024,5:00:00,7:15:00,15:00:00,Weather,2024-03-29 05:00:00 07:15:00 15:00:00 Weather
13273,3/29/2024,5:15:00,6:35:00,6:35:00,no delay,2024-03-29 05:15:00 06:35:00 06:35:00 no delay
13274,3/30/2024,2:15:00,2:45:00,2:45:00,no delay,2024-03-30 02:15:00 02:45:00 02:45:00 no delay
13275,3/29/2024,5:30:00,6:30:00,7:10:00,Staff Shortage,2024-03-29 05:30:00 06:30:00 07:10:00 Staff Shortage
13276,3/29/2024,5:45:00,6:15:00,6:15:00,no delay,2024-03-29 05:45:00 06:15:00 06:15:00 no delay
13277,3/29/2024,6:15:00,6:45:00,6:45:00,no delay,2024-03-29 06:15:00 06:45:00 06:45:00 no delay
13278,3/29/2024,6:15:00,6:40:00,6:40:00,no delay,2024-03-29 06:15:00 06:40:00 06:40:00 no delay
13279,3/29/2024,6:30:00,7:00:00,7:00:00,no delay,2024-03-29 06:30:00 07:00:00 07:00:00 no delay
13280,3/30/2024,3:30:00,4:00:00,4:35:00,Weather Conditions,2024-03-30 03:30:00 04:00:00 04:35:00 Weather Conditions
13281,3/30/2024,3:45:00,4:15:00,4:15:00,no delay,2024-03-30 03:45:00 04:15:00 04:15:00 no delay
13282,3/30/2024,4:00:00,5:50:00,5:50:00,no delay,2024-03-30 04:00:00 05:50:00 05:50:00 no delay
13283,3/29/2024,7:45:00,9:35:00,9:35:00,no delay,2024-03-29 07:45:00 09:35:00 09:35:00 no delay
13284,3/30/2024,4:15:00,5:35:00,5:35:00,no delay,2024-03-30 04:15:00 05:35:00 05:35:00 no delay
13285,3/30/2024,4:30:00,6:20:00,6:20:00,no delay,2024-03-30 04:30:00 06:20:00 06:20:00 no delay
13286,3/29/2024,7:30:00,8:15:00,8:15:00,no delay,2024-03-29 07:30:00 08:15:00 08:15:00 no delay
13287,3/30/2024,4:30:00,5:50:00,5:50:00,no delay,2024-03-30 04:30:00 05:50:00 05:50:00 no delay
13288,3/29/2024,7:30:00,7:55:00,7:55:00,no delay,2024-03-29 07:30:00 07:55:00 07:55:00 no delay
13289,3/30/2024,4:30:00,5:00:00,5:00:00,no delay,2024-03-30 04:30:00 05:00:00 05:00:00 no delay
13290,3/30/2024,5:00:00,7:15:00,7:15:00,no delay,2024-03-30 05:00:00 07:15:00 07:15:00 no delay
13291,3/30/2024,5:00:00,6:20:00,6:20:00,no delay,2024-03-30 05:00:00 06:20:00 06:20:00 no delay
13292,3/29/2024,8:00:00,9:00:00,9:00:00,no delay,2024-03-29 08:00:00 09:00:00 09:00:00 no delay
13293,3/30/2024,5:00:00,6:50:00,6:50:00,no delay,2024-03-30 05:00:00 06:50:00 06:50:00 no delay
13294,3/29/2024,8:15:00,8:45:00,8:45:00,no delay,2024-03-29 08:15:00 08:45:00 08:45:00 no delay
13295,3/30/2024,5:15:00,5:45:00,5:45:00,no delay,2024-03-30 05:15:00 05:45:00 05:45:00 no delay
13296,3/30/2024,5:30:00,7:20:00,7:20:00,no delay,2024-03-30 05:30:00 07:20:00 07:20:00 no delay
13297,3/30/2024,5:45:00,7:05:00,7:05:00,no delay,2024-03-30 05:45:00 07:05:00 07:05:00 no delay
13298,3/30/2024,5:45:00,7:35:00,7:35:00,no delay,2024-03-30 05:45:00 07:35:00 07:35:00 no delay
13299,3/29/2024,7:45:00,8:45:00,15:00:00,Traffic,2024-03-29 07:45:00 08:45:00 15:00:00 Traffic
13300,3/29/2024,7:45:00,9:15:00,9:15:00,no delay,2024-03-29 07:45:00 09:15:00 09:15:00 no delay
13301,3/29/2024,9:00:00,9:30:00,9:30:00,no delay,2024-03-29 09:00:00 09:30:00 09:30:00 no delay
13302,3/29/2024,9:00:00,10:50:00,10:50:00,no delay,2024-03-29 09:00:00 10:50:00 10:50:00 no delay
13303,3/29/2024,16:00:00,20:20:00,20:20:00,no delay,2024-03-29 16:00:00 20:20:00 20:20:00 no delay
13304,3/30/2024,6:15:00,8:05:00,8:05:00,no delay,2024-03-30 06:15:00 08:05:00 08:05:00 no delay
13305,3/30/2024,6:15:00,7:15:00,7:15:00,no delay,2024-03-30 06:15:00 07:15:00 07:15:00 no delay
13306,3/29/2024,9:15:00,9:45:00,9:45:00,no delay,2024-03-29 09:15:00 09:45:00 09:45:00 no delay
13307,3/30/2024,6:15:00,6:45:00,6:45:00,no delay,2024-03-30 06:15:00 06:45:00 06:45:00 no delay
